"ISO3"	"COUNTRY"	"ANDIFF.00.10.rel"	"CROPAREADIF.00.10"	"MEADOWAREADIF.00.10"	"CATT.DIFF.00.10.rel"	"POPDIF.00.10.rel"	"RURPOPDIF.00.10.rel"	"URBPOPDIF.00.10.rel"	"AGRIPOPDIF.00.10.rel"	"BIOENDIFF.00.09.rel"	"FUELSHAREDIF.00.10"	"SOLIDFUELUSE.2010"	"FOREXSHAREDIF.00.10"	"ROAD.CHANGE.00.10.rel"	"GDPGROWTHAV.00.10"	"CPI2012"	"wald.gruppe"
"AGO"	"Angola"	-0.2089	-0.00802117590438756	0	14.2857142857143	37.0242711474939	11.4583333333333	63.6470243330402	32.2125487841489	-2.31	4.26449723579023	55	-0.0537229002442607	0	11.4172327602	22	"C"
"ARG"	"Argentina"	-0.7724	10.7239965472594	4.68637606099842	-13.1578947368421	9.42568573826866	-15.7115437345764	12.1800264391299	-11.1428571428571	-2.78	1.17931960468685	5	-0.0292199110968805	0.67569661	2.9056759325	35	"E"
"AUT"	"Austria"	0.1277	15.0470966972696	-1.55001788482175	0	4.85946283572767	-0.511322132943755	7.65141446743877	-31.3868613138686	20.68	3.9720502416292	5	-0.0634762852032902	0	1.8946752956	69	"D"
"BEL"	"Belgium"	0.1574	24.5020964360587	2.35849056603773	-12.7853881278539	5.26729559748428	-5.78231292517007	5.59603319166161	-27.1739130434783	18.38	2.58553233134314	5	-0.0434209453280646	3.9e-07	1.7689989301	75	"D"
"BGD"	"Bangladesh"	-0.1771	3.125	0	6.88259109311741	14.7385641088956	8.01648135244039	36.5117267999084	-5.10461075232507	-0.43	1.16622859398464	91	-0.504175555915638	-0.03152394	6.4338691935	26	"A"
"BGR"	"Bulgaria"	1.6356	25.2342342342342	-0.117117117117118	-8.33333333333333	-6.39520359730202	-14.0963855421687	-2.91878172588833	-50.9836065573771	-2.14	2.83355051352051	14	-0.00918723803436861	0.0406174	4.6605269162	41	"E"
"BIH"	"Bosnia and Herzegovina"	0	10.0956844366335	0.0976371802382374	0	1.78668110449377	-7.86838340486409	14.4646211646838	-55.5	-12.45	12.6688773423828	45	0.5468251630301	0	4.6236001285	42	"E"
"BLR"	"Belarus"	0.4315	-0.00963391136801539	1.18497109826589	0	-4.60330085504076	-19.7355371900826	1.90530356888952	-35.9128474830954	0	6.98311558994874	5	0.229566375119074	-2.5e-07	8.0048446158	31	"B"
"BOL"	"Bolivia, Plurinational State of"	-0.4818	0.046423564965683	-0.756431029146718	22.2222222222222	19.5377392560491	4.76190476190476	28.6353903056259	11.686848774993	4.46	-10.0501243137616	29	0.179237337356595	2.56224052	4.0970564231	34	"A"
"BRA"	"Brazil"	-0.484	-0.0380041034096822	-0.0241929706501693	18.4615384615385	11.7649419521284	-19.9506187892459	19.1118423375395	-23.8105567606652	8.26	-3.54022880729713	6	-0.119114630502613	9.39490813	4.0517778732	43	"E"
"CAN"	"Canada"	0	-0.134906812143015	-0.0585297260700652	4.99999999999999	10.9237943065836	4.94121385446457	12.459998358907	-19.4125159642401	-3.31	0.810937988286326	5	-0.0185140240897844	0	2.3946052435	84	"D"
"CHL"	"Chile"	0.2507	0.128200044936098	1.34147469701175	-11.1111111111111	10.9857328145266	-13.1518227964928	14.9324681204256	-7.13121434392828	-4.04	-6.37089037002704	6	-0.362920323481489	2.38912007	4.3034958148	72	"E"
"CIV"	"Cote d'Ivoire"	0.0726	1.8606959002667	0.620231966755561	14.2857142857143	19.0326860451092	4.22986541337321	38.2271468144044	-7.43351886209029	1.22	14.4940726164029	78	-0.0614912763347277	-2.88975446	0.6982611752	29	"C"
"CMR"	"Cameroon"	-0.9948	0.420662964832576	0	-17.1875	25.009567546881	3.72726116270195	46.4116668798772	-3.83785080355001	-1.72	-0.793685584416764	75	1.75095639700563	9.70981564	3.7220705071	26	"A"
"COD"	"Congo, The Democratic Republic of the"	-0.198	-0.0170585877195227	0.0426464692988073	0	32.9262886390199	22.7353667643173	56.8775744479708	22.4475229536385	0.14	-0.45014923638179	93	-0.686395264116576	0	4.1740990012	21	"C"
"COL"	"Colombia"	-0.1642	1.32603459601489	-1.01948762864024	20.3703703703704	16.4244039835027	3.93551873198847	21.2630844382414	-12.3285947917977	-9.23	-12.1110652566622	14	0.0499965210843061	0	4.5269339871	36	"B"
"CRI"	"Costa Rica"	0.9638	0.978473581213307	-0.978473581213308	-2.70270270270271	18.8823679510079	3.30218068535826	29.6888504753673	-8.2089552238806	47.16	-6.13039120066055	6	0.649755705279243	1.68457241	4.5375514074	54	"D"
"CUB"	"Cuba"	1.7864	-1.44326177160382	1.17265018942811	-3.17460317460318	1.38688760806916	2.953119232189	0.881477069684336	-20.8695652173913	-0.57	8.3897201107921	9	0.061877377455099	0	5.7774075394	48	"E"
"CYP"	"Cyprus"	0.0916	6.53948008431065	0	26.3157894736842	17.0731707317073	10.8108108108108	19.7530864197531	-27.1604938271605	7.05	14.1638628468323	5	-0.000203966196527235	0.76518661	3.359665849	66	"D"
"CZE"	"Czech Republic"	0.0758	0.0126790921770001	0.316977304425002	-16.2162162162162	2.4406912037489	4.2042042042042	1.82082068874522	-23.9766081871345	3.52	5.23191227561001	5	-0.434823738267917	0	3.8114072912	49	"E"
"DEU"	"Germany"	0	25.223358073099	6.09998599635905	-10.4651162790698	-0.0570741599776561	-2.9577528292529	1.01379424962606	-37.3184898354308	15.63	11.7128483370065	5	-0.0865883213411726	0	1.28047276	79	"D"
"DZA"	"Algeria"	-0.551	1.933040550186	0.476122498677437	0	16.159035828912	-3.16192649335832	29.1479575073924	0.379609544468547	-30.05	0.50100869753463	5	0.000154248025035715	1.13081674	4.0049036034	34	"B"
"ETH"	"Ethiopia"	-1.0281	11.1310332337227	1.26414923480938	34.2592592592592	26.4905913568575	23.8715573315176	41.4389520008188	18.9057953555609	-0.23	-0.0821011436775336	95	0.000171689085997059	1.91072777	9.0215801093	33	"C"
"FIN"	"Finland"	-0.1345	3.79114709532534	1.96796879617044	-16.6666666666667	3.71157935433984	-13.2321041214751	7.36124176857949	-32.4675324675325	1.27	2.1806852134361	5	-0.0247819712954034	0.51992345	2.2574144005	90	"D"
"GBR"	"United Kingdom"	0.3151	18.6673219478232	5.75009214891265	-10.6060606060606	5.37430621361852	0.558747147241678	6.69339714156373	-12.4045801526718	-2.16	11.2698330931482	5	0.00308017644562159	0	2.1869933129	74	"D"
"GHA"	"Ghana"	-1.8937	2.72490986836589	-0.125765070847656	0	27.2736759718236	10.203891630202	49.0384615384615	21.463595152188	1.41	0.398074620952585	84	2.14419332059513	-9.05338561	6.2242943015	45	"C"
"GTM"	"Guatemala"	-1.3094	3.44384240977133	-5.05096886766461	33.9285714285714	28.0501913322061	17.9370742783004	40.3273516071781	5.83406113537118	1.36	0.659483291002971	57	0.0959793551338496	5.5302188	3.7102234345	33	"A"
"HND"	"Honduras"	-1.8773	0.722633598001606	2.248193416005	37.7049180327869	22.2418784174976	8.43160377358491	38.7336399009551	-5.39652745190052	2.07	3.15037395362603	51	-1.32847639629735	0	4.6467387085	28	"A"
"HRV"	"Croatia"	0.1857	13.0597806862398	2.25327201980898	-8.33333333333333	-2.28584110075455	-6.99650174912544	1.51757188498403	-49.738219895288	0.21	-3.01403016039157	8	0.15474640273161	0.6039289	2.9120395514	46	"E"
"HTI"	"Haiti"	-0.7339	-0.72072072072072	0	-3.52941176470589	15.5928282244072	-14.0086206896552	69.1033138401559	6.01083032490975	0.64	0.368750562493631	91	0	0	0.1751958099	19	"A"
"IDN"	"Indonesia"	-0.5007	3.15031739447749	-0.0929343631370854	0	12.4070385904075	7.98833301014802	18.5089314603858	-4.64660661428054	-10.05	-12.0828021728128	55	-1.20265687633809	-0.0389785	5.7393192813	32	"B"
"JOR"	"Jordan"	0	1.44965082225727	-0.551926109484118	16.6666666666667	28.1748498031904	26.5714285714286	28.6130227633669	-11.5646258503401	8.9	0.463586171833711	5	0.00111061474305147	0	6.7465619001	48	"A"
"JPN"	"Japan"	0.0414	9.57900029107459	0.500119075970469	9.19540229885057	0.649061406299714	-4.02927052366796	3.14428588852299	-44.8212083847102	10.63	-0.229727910659636	5	0.00226782490772982	0.69996356	0.9885271963	74	"D"
"KEN"	"Kenya"	-0.321	0.292916587694057	0	47.7272727272727	29.6250079989761	25.6706660820345	45.7110426463434	21.3310145911096	-4.67	4.63088543793936	80	0.0179141023651228	1.68457209	4.2037097038	27	"C"
"KGZ"	"Kyrgyzstan"	1.1127	0.0360180090045022	-0.147573786893446	33.3333333333333	7.64883955600404	8.7200249143569	5.67660550458716	-13.5408560311284	40	7.8939018973285	34	0.00108165467722875	0	4.6608267037	24	"D"
"KHM"	"Cambodia"	-1.2576	0.08285461776403	3.14847547503314	-3.8961038961039	13.5856029565357	9.20429275838732	35.1235741444867	6.99839117444266	-0.11	0.778179973495966	89	0.21765207625783	0	8.9114655494	22	"A"
"LBN"	"Lebanon"	0.4504	8.36538461538462	7.21153846153847	-15.3846153846154	12.9877071084981	2.86259541984733	14.6053449347421	-43.3823529411765	-10.03	-0.217986659732375	5	0.0234614618601872	0	5.2898817252	30	"E"
"LBY"	"Libya"	0	0	0.113666071814225	0	21.4872873255592	13.6731391585761	23.9048811013767	-36.0927152317881	0	1.48596978322183	5	0	0	4.691676814	21	"A"
"LKA"	"Sri Lanka"	-1.0663	-0.22862368541381	0	-1.61290322580645	11.2830088023473	13.2843199391558	0.640377485675767	4.03365218393454	-0.87	-0.224061741780858	75	0.00172669410908171	-5.63839299	5.7827677557	40	"A"
"LUX"	"Luxembourg"	0	0.193050193050193	1	-5	16.551724137931	5.63380281690141	18.3561643835616	-30	39.81	-0.822238399648112	5	0.196272976787355	0	3.5433386728	80	"D"
"MAR"	"Morocco"	0.2272	0.612921285410369	0	11.1111111111111	10.9679435974021	-0.692170288776422	21.1694992511558	-14.8102310231023	-24.81	2.35031827408028	5	0.0036364063635755	2.23837995	5.0934674686	37	"B"
"MDA"	"Moldova, Republic of"	1.9136	-1.06382978723404	-0.856973995271867	-47.0588235294118	-13.0021913805698	-16.7398945518453	-8.41070453304205	-42.8571428571429	2.07	12.9249830182847	11	0.0746783048551384	0.01160851	5.3517120644	36	"E"
"MEX"	"Mexico"	-0.292	0.191083191643165	-1.73082601126055	10.3448275862069	13.468387354942	-0.470970039973087	18.1853478284154	-13.86595537491	-4.99	6.2578510402939	14	0.0023980625558685	1.0468443	2.424115429	34	"E"
"MKD"	"Macedonia, The Former Yugoslav Republic of"	0.4175	10.4239595488137	1.32244262932711	4.54545454545455	2.58835241413639	2.69607843137255	2.43084660519698	-40.5405405405405	-2.82	0.818755912818688	33	-0.00403314204023923	1.80427369	3.0313540563	43	"E"
"MYS"	"Malaysia"	-0.5257	0	0	18.1818181818182	21.2940422805894	-11.2209367628889	41.2417309812569	-18.5034664116663	6.05	0.642180558212541	5	-0.725517296029352	0.53997281	5.4731737203	49	"A"
"NAM"	"Namibia"	-0.9238	0.00606582634752332	0	0	20.4113924050633	10.4524180967239	41.2052117263844	0.537634408602151	3.63	0	55	0.0728759898111607	1.57100585	4.8740622247	48	"A"
"NGA"	"Nigeria"	-3.1179	0.595386297454994	-2.38154518981998	0	28.0817210908003	11.8465281782253	50.0370814079525	-4.2010064911385	0.23	0.728985410421629	74	0.0293782269863283	0	6.9794174364	27	"C"
"NIC"	"Nicaragua"	-1.8353	-0.0307692307692307	0.561538461538465	12.5	14.0717382735514	7.53156290814105	19.4814548073461	-21.1827007943513	-9.21	0.603254299771365	54	-0.163498241955562	1.55082517	3.4373214833	29	"A"
"NLD"	"Netherlands"	0.1389	20.9992776306285	-0.402118950156513	0	4.72798335749858	-22.6358695652174	12.9935155544611	-23.0188679245283	18.21	11.4376937654203	5	0.0076076336888267	0	1.7423067324	84	"D"
"NPL"	"Nepal"	-0.6769	15.8921049055578	0.2106264438103	13.2	22.7777550100406	15.4239454622923	70.2471772963076	22.4420700874994	-1.08	-0.154474771176893	82	0.0191418941881188	-5.7e-07	4.5412039814	27	"C"
"PAK"	"Pakistan"	-2.0274	0.243687978897124	0	45.1807228915663	20.1152765668895	15.1607662137409	30.1094128455692	8.3383226974693	-1.87	-1.1720362788779	64	0.00112080908393044	2.57343915	4.9864418382	27	"A"
"PAN"	"Panama"	-0.3503	0.503177966101695	0	21.6666666666667	18.978349120433	-12.3639960435213	35.2699228791774	-8.06451612903226	-18.7	-9.95329504585335	18	0.24061029880408	1.95706405	6.6091320822	38	"B"
"PER"	"Peru"	-0.1764	0.182848072703506	0.0778076905121292	13.0434782608696	12.431366483644	-3.74354561101549	18.4012705134992	-5.18579011841568	-4.36	0.710190413605204	36	0.0012782250629948	0.67514266	5.9779208025	38	"A"
"PHL"	"Philippines"	0.77	1.5	0	0	20.6325184322856	18.5157551791887	22.9266057518665	2.43446920052425	-3.66	-3.88086819660819	50	0.0109455434897681	4.2105223	5.2148301897	34	"A"
"POL"	"Poland"	0.3069	33.685119447376	-2.55524641018261	18.1818181818182	-0.0652707430421388	1.90943807965085	-1.29447100131139	-22.1733149931224	-0.37	5.72672917220168	5	0.0478166934428676	0.23182668	4.328674548	58	"E"
"PRT"	"Portugal"	0.1053	-0.618758141554493	4.30959617889709	5.40540540540541	3.28947368421053	-10.9908762995969	15.2409745687355	-26.4607118871726	-6.82	0.679018737726008	5	0.157957032857331	0	1.0754021422	63	"E"
"PRY"	"Paraguay"	-0.9221	0	-0.528580208973572	22.9166666666667	20.7896706586826	4.10557184750733	34.2238755495435	3.1533939070016	11.34	4.06774193336521	49	0.0820070655373139	3.40136054	3.2017479687	25	"A"
"ROU"	"Romania"	0.3252	28.9106086664709	1.88346826628634	-14.2857142857143	-3.18132660418169	-12.3693546840541	4.96471988438324	-41.5314730694354	8.53	-3.50971074663873	17	-0.771256190997874	1.33146579	4.332451713	44	"E"
"SDN"	"Sudan"	-0.0769	7.25952885494112	0.798943255873347	10.7142857142857	27.3897273897274	14.5831503118686	52.9288153401629	7.76950780312125	-1.62	1.1530553647677	79	0.10999403599614	0	6.9520297833	13	"C"
"SEN"	"Senegal"	-0.4776	15.2501016673444	-0.254168361122407	2.94117647058822	30.8015989901115	26.3269264679951	37.3924380704042	25.0214715144575	-1.67	0.761777734572348	51	0.0308415797368047	1.93799198	4.3867856637	36	"C"
"SVN"	"Slovenia"	0.1622	7.00542673902319	-0.197335964479526	7.69230769230769	2.26700251889169	4.80572597137014	-0.297619047619048	-65.7894736842105	-8.84	13.8701193321403	5	0.340735048200891	0	3.1313871408	61	"D"
"SWE"	"Sweden"	0.2972	0.013324746274623	0.0088831641830821	-5.66037735849057	5.86907449209932	1.5547703180212	6.68905305574211	-23.8853503184713	11.81	-1.14894995033105	5	0.00157745333290707	-4.00884849	2.6009172435	88	"D"
"THA"	"Thailand"	-0.0168	2.18272528843156	0	21.875	9.44818304172274	4.96941544405096	19.3553307234735	-8.10915675116399	0.55	-7.71680628383542	26	0.00385377093119096	0	4.8143921811	37	"E"
"TTO"	"Trinidad and Tobago"	-0.3082	-0.584795321637428	0	33.9622641509434	3.79256965944272	0.260416666666667	32.8571428571429	-20	0	7.46926390784532	5	0.0108362295861407	0	6.2838447703	39	"E"
"TUN"	"Tunisia"	2.0191	13.391601980319	1.77861988875985	-12.5	10.8396785109983	-0.838635049161365	17.5725241747249	-4.39414114513981	-0.36	0.19054431331358	5	0.0036404434039173	1.05917489	4.9474890362	41	"E"
"TUR"	"Turkey"	1.1709	22.4526519985706	0.659809076522539	0	14.339598918715	-1.57789168709606	23.0087636248877	-14.1484249866524	-27.22	-10.7709444731	5	-0.00543746382057114	0.50718838	4.5525812516	49	"B"
"TZA"	"Tanzania, United Republic of"	-1.0768	0.316689538688905	0	6.12244897959184	31.738057465186	24.8288901493666	55.7808796418225	23.3333333333333	0.09	0.816129375085126	94	-0.231389362092344	9.52903075	7.4782318832	35	"C"
"VEN"	"Venezuela, Bolivarian Republic of"	-0.5851	-0.164464667507264	0	14.0845070422535	19.0241498275012	-21.7709179528838	23.6132687562826	-22.2270363951473	-28.05	-1.75660799723312	5	-0.00150819128476135	0	3.5021110965	19	"B"
"VNM"	"Viet Nam"	1.7672	24.7297461435686	0.133608648123406	1.25	11.5416846542573	2.83999192897498	38.3749870372291	4.59952119738355	-4.22	-10.2078553335397	56	-0.0535610139374732	2.73944026	7.9674929958	31	"B"
"YEM"	"Yemen"	0	2.53234085269996	0.0340928461844356	40	35.7163008520002	25.5203550658096	64.3394199785177	10.0082420817144	0	0	33	0	0	4.8969341491	23	"C"
"ZMB"	"Zambia"	-0.3258	0.00398612827360784	0.465048298587583	8.33333333333334	28.2983728680651	26.5373628025861	31.6338028169014	17.368495675599	-0.84	-6.04326182154165	83	0.00319231111053997	0	5.9810249605	37	"C"
